Orden_ID,Fecha,Cliente,Sector_Cliente,Tipo_Equipo,Componente,Tipo_Servicio,Tecnico_Responsable,Tiempo_Reparacion_Horas,Costo_Repuestos_PEN,Costo_Mano_Obra_PEN,Costo_Total_PEN,Estado,Reincidencia
OT-2024218,2025-02-06,Buenaventura,Energía,Cargador Frontal,Estructura Metálica,Mantenimiento Hidráulico,Pedro Vilca,5.9,6039.43,253.34,6292.77,Completado,Sí
OT-2024247,2025-02-06,Aceros Arequipa,Construcción,Tractor,Cucharón,Mantenimiento Hidráulico,José Quispe,10.7,3554.8,616.26,4171.06,En proceso,No
OT-2024281,2025-02-07,Buenaventura,Construcción,Cargador Frontal,Cucharón,Sistema Eléctrico,Carlos Mamani,3.5,1885.27,193.32,2078.59,Completado,No
OT-2024147,2025-02-10,Constructora Andina,Minería,Retroexcavadora,Mando Final,Soldadura,Carlos Mamani,5.1,6136.75,198.91,6335.66,En proceso,No
OT-2024122,2025-02-10,Transportes Rodríguez,Industria,Tractor,Cilindro Hidráulico,Mantenimiento Hidráulico,Carlos Mamani,7.9,3183.7,300.17,3483.87,Pendiente,No
OT-2024385,2025-02-11,Consorcio Vial Sur,Transporte,Perforadora,Arrancador,Mantenimiento Hidráulico,Ana Torres,9.8,4986.38,562.99,5549.37,En proceso,No
OT-2024184,2025-02-14,Constructora Andina,Construcción,Perforadora,Bastidor,Sistema Eléctrico,Miguel Choque,3.0,6974.7,109.85,7084.55,En proceso,No
OT-2024530,2025-02-16,Transportes Rodríguez,Construcción,Perforadora,Cucharón,Soldadura,Carlos Mamani,5.5,4742.99,218.16,4961.15,Pendiente,No
OT-2024022,2025-02-17,Cerro Verde,Minería,Volquete,Estructura Metálica,Soldadura,Ana Torres,8.7,3154.43,377.89,3532.32,Completado,No
OT-2024260,2025-02-18,Transportes Rodríguez,Transporte,Retroexcavadora,Bastidor,Mantenimiento Hidráulico,Pedro Vilca,8.7,5481.79,440.44,5922.23,Completado,No
OT-2024226,2025-02-19,Cementos Yura,Energía,Grúa,Motor Eléctrico,Mantenimiento Hidráulico,Ana Torres,6.6,4717.57,245.08,4962.65,En proceso,Sí
OT-2024506,2025-02-20,Minera Chapi,Construcción,Cargador Frontal,Arrancador,Mantenimiento Hidráulico,Miguel Choque,5.6,1950.19,266.63,2216.82,Completado,No
OT-2024522,2025-02-21,Aceros Arequipa,Industria,Cargador Frontal,Suspensión,Mantenimiento Hidráulico,José Quispe,2.8,3669.75,160.96,3830.71,Completado,No
OT-2024110,2025-02-22,Yura S.A.,Minería,Retroexcavadora,Estructura Metálica,Sistema Eléctrico,Luis Flores,5.8,755.99,341.43,1097.42,Completado,No
OT-2024532,2025-02-23,Buenaventura,Construcción,Volquete,Motor Eléctrico,Soldadura,Pedro Vilca,6.8,5781.84,354.78,6136.62,Completado,No
OT-2024289,2025-02-23,Cementos Yura,Transporte,Excavadora,Bastidor,Soldadura,Carlos Mamani,4.4,7107.83,178.41,7286.24,Pendiente,No
OT-2024290,2025-02-25,Yura S.A.,Energía,Excavadora,Mando Final,Sistema Eléctrico,Luis Flores,3.9,2802.3,213.68,3015.98,Pendiente,No
OT-2024502,2025-03-02,Cementos Yura,Minería,Perforadora,Rueda,Soldadura,Pedro Vilca,5.4,4647.42,271.38,4918.8,En proceso,No
OT-2024061,2025-03-03,Cerro Verde,Minería,Cargador Frontal,Rueda,Sistema Eléctrico,Pedro Vilca,3.9,4257.31,178.11,4435.42,Completado,No
OT-2024473,2025-03-07,Transportes Rodríguez,Energía,Grúa,Motor Eléctrico,Cromado Duro,Pedro Vilca,8.3,5354.05,358.54,5712.59,Completado,No
OT-2024461,2025-03-10,Buenaventura,Minería,Cargador Frontal,Bastidor,Sistema Eléctrico,Ana Torres,6.1,6791.31,273.75,7065.06,En proceso,Sí
OT-2024001,2025-03-11,Minera Chapi,Industria,Tractor,Acumulador de Freno,Soldadura,Pedro Vilca,5.2,6932.48,296.45,7228.93,En proceso,No
OT-2024325,2025-03-13,Consorcio Vial Sur,Transporte,Excavadora,Suspensión,Mantenimiento Hidráulico,José Quispe,11.3,5889.82,557.44,6447.26,En proceso,No
OT-2024228,2025-03-14,Buenaventura,Construcción,Grúa,Cilindro Hidráulico,Sistema Eléctrico,Miguel Choque,5.3,2280.07,281.54,2561.61,En proceso,No
OT-2024486,2025-03-17,Yura S.A.,Minería,Excavadora,Estructura Metálica,Soldadura,Ana Torres,9.8,1878.21,496.73,2374.94,Pendiente,No
OT-2024200,2025-03-17,Buenaventura,Industria,Retroexcavadora,Suspensión,Mantenimiento Hidráulico,José Quispe,3.6,382.15,194.06,576.21,En proceso,No
OT-2024414,2025-03-19,Cementos Yura,Minería,Excavadora,Estructura Metálica,Soldadura,Luis Flores,4.0,3468.98,199.93,3668.91,Completado,No
OT-2024563,2025-03-20,Southern Perú,Minería,Grúa,Motor Eléctrico,Soldadura,José Quispe,1.0,7846.04,51.25,7897.29,Completado,No
OT-2024455,2025-03-22,Transportes Rodríguez,Minería,Grúa,Bastidor,Mantenimiento Hidráulico,Carlos Mamani,11.9,634.78,597.92,1232.7,Completado,No
OT-2024469,2025-03-28,Buenaventura,Minería,Volquete,Mando Final,Cromado Duro,Carlos Mamani,8.9,5609.74,369.11,5978.85,En proceso,Sí
OT-2024272,2025-03-28,Consorcio Vial Sur,Minería,Perforadora,Cilindro Hidráulico,Sistema Eléctrico,Ana Torres,4.0,4983.68,203.77,5187.45,En proceso,No
OT-2024333,2025-03-28,Transportes Rodríguez,Industria,Volquete,Acumulador de Freno,Soldadura,Miguel Choque,8.9,5296.39,354.29,5650.68,Completado,No
OT-2024060,2025-03-30,Minera Chapi,Minería,Excavadora,Acumulador de Freno,Soldadura,Ana Torres,7.5,4336.07,345.19,4681.26,Completado,No
OT-2024567,2025-03-30,Consorcio Vial Sur,Construcción,Grúa,Acumulador de Freno,Soldadura,José Quispe,8.0,6616.73,282.66,6899.39,Completado,No
OT-2024183,2025-03-31,Aceros Arequipa,Minería,Retroexcavadora,Mando Final,Soldadura,Miguel Choque,7.2,7964.41,406.03,8370.44,Completado,No
OT-2024081,2025-03-31,Cerro Verde,Energía,Volquete,Suspensión,Cromado Duro,Miguel Choque,13.2,2141.23,748.65,2889.88,Completado,No
OT-2024537,2025-04-01,Minera Chapi,Industria,Cargador Frontal,Cucharón,Soldadura,Luis Flores,3.4,3362.68,202.65,3565.33,Completado,No
OT-2024012,2025-04-03,Yura S.A.,Industria,Tractor,Rueda,Mantenimiento Hidráulico,Pedro Vilca,5.7,3480.18,311.32,3791.5,Completado,No
OT-2024027,2025-04-04,Constructora Andina,Energía,Excavadora,Suspensión,Soldadura,Carlos Mamani,4.2,4479.1,204.64,4683.74,Completado,No
OT-2024316,2025-04-04,Constructora Andina,Minería,Perforadora,Cilindro Hidráulico,Cromado Duro,Miguel Choque,3.5,8354.69,151.05,8505.74,Pendiente,No
OT-2024140,2025-04-05,Buenaventura,Minería,Tractor,Cilindro Hidráulico,Soldadura,Carlos Mamani,2.3,4487.01,128.26,4615.27,Completado,Sí
OT-2024130,2025-04-06,Cerro Verde,Construcción,Cargador Frontal,Bastidor,Soldadura,Carlos Mamani,2.6,678.53,141.75,820.28,Completado,No
OT-2024082,2025-04-06,Consorcio Vial Sur,Construcción,Excavadora,Estructura Metálica,Soldadura,Pedro Vilca,4.8,1115.0,183.02,1298.02,Pendiente,No
OT-2024244,2025-04-08,Cerro Verde,Industria,Retroexcavadora,Acumulador de Freno,Mantenimiento Hidráulico,Ana Torres,9.0,7617.24,444.85,8062.09,Completado,No
OT-2024009,2025-04-11,Aceros Arequipa,Minería,Grúa,Cilindro Hidráulico,Soldadura,Ana Torres,4.3,695.39,154.46,849.85,Pendiente,No
OT-2024578,2025-04-13,Buenaventura,Minería,Grúa,Bastidor,Sistema Eléctrico,Miguel Choque,4.6,2949.73,244.11,3193.84,Completado,No
OT-2024317,2025-04-14,Cerro Verde,Minería,Perforadora,Bastidor,Mantenimiento Hidráulico,Pedro Vilca,6.1,7807.91,239.44,8047.35,Completado,No
OT-2024395,2025-04-15,Aceros Arequipa,Minería,Cargador Frontal,Cilindro Hidráulico,Mantenimiento Hidráulico,José Quispe,10.3,3362.3,493.44,3855.74,Pendiente,No
OT-2024195,2025-04-16,Aceros Arequipa,Energía,Perforadora,Alternador,Mantenimiento Hidráulico,Carlos Mamani,6.7,3990.8,331.18,4321.98,En proceso,Sí
OT-2024103,2025-04-16,Constructora Andina,Energía,Volquete,Bastidor,Mantenimiento Hidráulico,Carlos Mamani,8.5,336.62,349.38,686.0,En proceso,No
OT-2024171,2025-04-17,Aceros Arequipa,Transporte,Cargador Frontal,Acumulador de Freno,Soldadura,Miguel Choque,4.2,7743.59,190.86,7934.45,Completado,No
OT-2024258,2025-04-17,Constructora Andina,Transporte,Volquete,Estructura Metálica,Sistema Eléctrico,Carlos Mamani,4.5,5004.11,252.37,5256.48,Completado,No
OT-2024296,2025-04-17,Minera Chapi,Transporte,Retroexcavadora,Motor Eléctrico,Sistema Eléctrico,Miguel Choque,3.1,7145.19,166.62,7311.81,Completado,No
OT-2024437,2025-04-18,Constructora Andina,Construcción,Cargador Frontal,Alternador,Soldadura,José Quispe,9.6,7381.39,418.8,7800.19,Completado,Sí
OT-2024472,2025-04-18,Cerro Verde,Minería,Retroexcavadora,Rueda,Sistema Eléctrico,Pedro Vilca,5.7,3207.32,271.7,3479.02,En proceso,No
OT-2024032,2025-04-19,Southern Perú,Construcción,Perforadora,Arrancador,Soldadura,Miguel Choque,8.0,5611.0,313.35,5924.35,Pendiente,No
OT-2024495,2025-04-19,Consorcio Vial Sur,Construcción,Cargador Frontal,Suspensión,Sistema Eléctrico,José Quispe,5.9,3878.69,240.05,4118.74,Completado,No
OT-2024036,2025-04-20,Consorcio Vial Sur,Industria,Retroexcavadora,Bastidor,Mantenimiento Hidráulico,Ana Torres,8.7,4969.34,308.44,5277.78,Completado,No
OT-2024382,2025-04-21,Cementos Yura,Minería,Tractor,Suspensión,Soldadura,Ana Torres,7.6,7008.3,360.99,7369.29,Completado,No
OT-2024072,2025-04-21,Minera Chapi,Energía,Retroexcavadora,Motor Eléctrico,Mantenimiento Hidráulico,Carlos Mamani,3.3,7454.7,124.23,7578.93,Completado,No
OT-2024344,2025-04-21,Southern Perú,Construcción,Retroexcavadora,Cilindro Hidráulico,Sistema Eléctrico,Carlos Mamani,3.9,2910.65,141.41,3052.06,Completado,Sí
OT-2024332,2025-04-25,Constructora Andina,Minería,Volquete,Rueda,Mantenimiento Hidráulico,Luis Flores,6.3,882.88,265.04,1147.92,En proceso,No
OT-2024579,2025-04-28,Consorcio Vial Sur,Construcción,Cargador Frontal,Suspensión,Mantenimiento Hidráulico,José Quispe,7.0,7561.38,415.89,7977.27,Completado,No
OT-2024146,2025-04-29,Constructora Andina,Transporte,Grúa,Mando Final,Mantenimiento Hidráulico,Ana Torres,13.0,5915.85,631.23,6547.08,En proceso,No
OT-2024045,2025-04-29,Constructora Andina,Minería,Grúa,Bastidor,Soldadura,Pedro Vilca,9.4,2846.32,462.82,3309.14,Completado,No
OT-2024450,2025-05-02,Cementos Yura,Transporte,Cargador Frontal,Cucharón,Cromado Duro,José Quispe,11.3,697.04,446.09,1143.13,Completado,No
OT-2024253,2025-05-03,Constructora Andina,Energía,Grúa,Suspensión,Mantenimiento Hidráulico,Carlos Mamani,13.4,7235.13,739.24,7974.37,Completado,No
OT-2024375,2025-05-04,Southern Perú,Energía,Tractor,Rueda,Sistema Eléctrico,Pedro Vilca,1.0,6321.2,59.86,6381.06,Completado,No
OT-2024113,2025-05-04,Buenaventura,Minería,Retroexcavadora,Cucharón,Soldadura,Pedro Vilca,5.2,6486.74,253.53,6740.27,Pendiente,Sí
OT-2024021,2025-05-06,Buenaventura,Energía,Retroexcavadora,Rueda,Soldadura,Miguel Choque,2.6,2019.09,113.29,2132.38,Completado,No
OT-2024528,2025-05-07,Constructora Andina,Minería,Retroexcavadora,Cucharón,Mantenimiento Hidráulico,Pedro Vilca,12.0,2108.31,546.39,2654.7,Pendiente,No
OT-2024094,2025-05-07,Cerro Verde,Minería,Retroexcavadora,Estructura Metálica,Soldadura,Ana Torres,3.4,5783.43,196.27,5979.7,Completado,No
OT-2024199,2025-05-11,Cerro Verde,Construcción,Volquete,Mando Final,Soldadura,Luis Flores,3.9,4565.57,146.76,4712.33,Pendiente,No
OT-2024493,2025-05-11,Consorcio Vial Sur,Energía,Perforadora,Motor Eléctrico,Cromado Duro,Pedro Vilca,13.5,4588.34,510.01,5098.35,Pendiente,Sí
OT-2024352,2025-05-11,Aceros Arequipa,Energía,Perforadora,Rueda,Sistema Eléctrico,Luis Flores,6.7,3345.04,360.53,3705.57,Pendiente,No
OT-2024106,2025-05-13,Transportes Rodríguez,Transporte,Retroexcavadora,Cilindro Hidráulico,Sistema Eléctrico,Miguel Choque,5.4,3597.55,299.41,3896.96,Completado,No
OT-2024516,2025-05-13,Yura S.A.,Construcción,Retroexcavadora,Motor Eléctrico,Soldadura,Luis Flores,7.9,3772.11,354.87,4126.98,Pendiente,No
OT-2024526,2025-05-15,Yura S.A.,Construcción,Grúa,Motor Eléctrico,Cromado Duro,Ana Torres,8.5,9705.2,369.37,10074.57,Pendiente,No
OT-2024121,2025-05-17,Cementos Yura,Minería,Cargador Frontal,Alternador,Mantenimiento Hidráulico,Miguel Choque,1.8,4585.92,106.09,4692.01,Completado,No
OT-2024134,2025-05-17,Aceros Arequipa,Energía,Retroexcavadora,Suspensión,Soldadura,Ana Torres,6.0,5511.6,238.45,5750.05,Completado,No
OT-2024308,2025-05-18,Minera Chapi,Transporte,Perforadora,Alternador,Soldadura,Carlos Mamani,7.3,1058.49,424.32,1482.81,Completado,No
OT-2024043,2025-05-19,Consorcio Vial Sur,Minería,Retroexcavadora,Cucharón,Soldadura,Luis Flores,1.0,3952.49,47.43,3999.92,Completado,No
OT-2024169,2025-05-20,Yura S.A.,Energía,Volquete,Bastidor,Soldadura,Pedro Vilca,1.4,4551.0,54.81,4605.81,Completado,No
OT-2024571,2025-05-20,Cerro Verde,Transporte,Excavadora,Suspensión,Mantenimiento Hidráulico,Pedro Vilca,16.1,324.18,811.51,1135.69,Completado,No
OT-2024387,2025-05-20,Buenaventura,Construcción,Grúa,Alternador,Cromado Duro,Ana Torres,21.0,6629.13,1223.59,7852.72,Completado,No
OT-2024062,2025-05-23,Southern Perú,Construcción,Retroexcavadora,Alternador,Sistema Eléctrico,Miguel Choque,5.4,6430.51,323.72,6754.23,Completado,No
OT-2024295,2025-05-24,Buenaventura,Energía,Volquete,Suspensión,Soldadura,Luis Flores,6.6,6299.29,355.04,6654.33,En proceso,No
OT-2024203,2025-05-24,Consorcio Vial Sur,Minería,Tractor,Bastidor,Soldadura,Ana Torres,1.0,5483.62,40.88,5524.5,Completado,No
OT-2024249,2025-05-25,Cerro Verde,Energía,Cargador Frontal,Acumulador de Freno,Soldadura,Luis Flores,1.7,6524.85,95.02,6619.87,Completado,No
OT-2024237,2025-05-25,Constructora Andina,Minería,Volquete,Cilindro Hidráulico,Mantenimiento Hidráulico,Carlos Mamani,8.7,3777.06,426.49,4203.55,Completado,No
OT-2024034,2025-05-25,Cerro Verde,Minería,Volquete,Mando Final,Mantenimiento Hidráulico,Miguel Choque,13.1,1369.36,533.58,1902.94,En proceso,No
OT-2024392,2025-05-26,Cementos Yura,Construcción,Tractor,Mando Final,Soldadura,Luis Flores,7.8,4414.18,288.46,4702.64,Completado,No
OT-2024339,2025-05-26,Consorcio Vial Sur,Minería,Grúa,Cilindro Hidráulico,Sistema Eléctrico,Miguel Choque,2.1,7533.72,105.2,7638.92,Pendiente,No
OT-2024444,2025-05-27,Southern Perú,Industria,Cargador Frontal,Cucharón,Mantenimiento Hidráulico,José Quispe,9.5,6501.35,507.63,7008.98,Completado,No
OT-2024335,2025-05-30,Constructora Andina,Industria,Cargador Frontal,Acumulador de Freno,Mantenimiento Hidráulico,Pedro Vilca,1.0,2878.42,55.86,2934.28,En proceso,No
OT-2024489,2025-05-30,Consorcio Vial Sur,Minería,Cargador Frontal,Cilindro Hidráulico,Mantenimiento Hidráulico,José Quispe,7.3,2091.85,308.73,2400.58,Completado,No
OT-2024347,2025-06-01,Buenaventura,Transporte,Excavadora,Rueda,Mantenimiento Hidráulico,José Quispe,12.2,1793.12,432.11,2225.23,Pendiente,No
OT-2024099,2025-06-04,Aceros Arequipa,Industria,Retroexcavadora,Cilindro Hidráulico,Soldadura,Luis Flores,4.1,466.66,244.64,711.3,Pendiente,No
OT-2024481,2025-06-05,Cementos Yura,Construcción,Retroexcavadora,Suspensión,Sistema Eléctrico,Luis Flores,1.0,2897.7,35.88,2933.58,Completado,No
OT-2024549,2025-06-08,Cementos Yura,Minería,Grúa,Alternador,Soldadura,Miguel Choque,9.3,1499.0,554.79,2053.79,En proceso,No
OT-2024153,2025-06-08,Buenaventura,Transporte,Perforadora,Acumulador de Freno,Mantenimiento Hidráulico,Luis Flores,9.2,5164.63,356.27,5520.9,Pendiente,No
OT-2024386,2025-06-08,Constructora Andina,Industria,Retroexcavadora,Alternador,Mantenimiento Hidráulico,Ana Torres,10.0,2997.25,577.83,3575.08,Completado,Sí
OT-2024384,2025-06-21,Transportes Rodríguez,Construcción,Volquete,Estructura Metálica,Sistema Eléctrico,Pedro Vilca,4.0,720.21,144.81,865.02,En proceso,No
OT-2024151,2025-06-24,Consorcio Vial Sur,Minería,Retroexcavadora,Acumulador de Freno,Soldadura,Carlos Mamani,6.2,214.66,244.65,459.31,En proceso,Sí
OT-2024500,2025-06-28,Cementos Yura,Construcción,Grúa,Cucharón,Mantenimiento Hidráulico,Miguel Choque,10.8,6600.62,483.91,7084.53,En proceso,No
OT-2024128,2025-06-30,Cerro Verde,Minería,Cargador Frontal,Acumulador de Freno,Soldadura,Carlos Mamani,3.7,7631.82,205.83,7837.65,En proceso,No
OT-2024336,2025-06-30,Cerro Verde,Minería,Grúa,Estructura Metálica,Mantenimiento Hidráulico,José Quispe,11.2,2329.01,487.6,2816.61,Completado,No
OT-2024541,2025-07-01,Minera Chapi,Minería,Cargador Frontal,Suspensión,Soldadura,Carlos Mamani,2.8,5481.57,145.79,5627.36,En proceso,No
OT-2024255,2025-07-04,Southern Perú,Industria,Cargador Frontal,Bastidor,Soldadura,Luis Flores,1.0,6289.71,52.71,6342.42,Completado,No
OT-2024475,2025-07-04,Buenaventura,Minería,Grúa,Alternador,Sistema Eléctrico,Miguel Choque,4.3,6051.2,199.61,6250.81,Completado,No
OT-2024139,2025-07-07,Yura S.A.,Minería,Retroexcavadora,Acumulador de Freno,Mantenimiento Hidráulico,Ana Torres,9.2,6020.42,473.58,6494.0,Completado,No
OT-2024165,2025-07-09,Minera Chapi,Energía,Cargador Frontal,Acumulador de Freno,Mantenimiento Hidráulico,Pedro Vilca,11.6,7828.88,636.26,8465.14,En proceso,No
OT-2024509,2025-07-09,Cerro Verde,Minería,Tractor,Cucharón,Mantenimiento Hidráulico,José Quispe,6.8,2661.94,321.47,2983.41,Completado,No
OT-2024076,2025-07-09,Constructora Andina,Minería,Cargador Frontal,Acumulador de Freno,Cromado Duro,Luis Flores,14.5,7444.92,679.17,8124.09,Completado,Sí
OT-2024160,2025-07-10,Cerro Verde,Transporte,Volquete,Acumulador de Freno,Mantenimiento Hidráulico,Ana Torres,8.4,3406.55,366.94,3773.49,Completado,No
OT-2024448,2025-07-13,Southern Perú,Construcción,Grúa,Estructura Metálica,Mantenimiento Hidráulico,Carlos Mamani,11.7,1447.06,611.69,2058.75,En proceso,No
OT-2024031,2025-07-14,Minera Chapi,Construcción,Retroexcavadora,Bastidor,Sistema Eléctrico,Luis Flores,8.2,4121.22,334.6,4455.82,Completado,No
OT-2024066,2025-07-15,Transportes Rodríguez,Energía,Grúa,Cucharón,Soldadura,Carlos Mamani,3.4,1919.79,134.85,2054.64,Completado,No
OT-2024040,2025-07-16,Transportes Rodríguez,Minería,Cargador Frontal,Suspensión,Mantenimiento Hidráulico,Carlos Mamani,8.0,3467.62,462.97,3930.59,Completado,No
OT-2024324,2025-07-16,Cementos Yura,Energía,Volquete,Motor Eléctrico,Mantenimiento Hidráulico,Luis Flores,5.8,7431.57,343.64,7775.21,Completado,No
OT-2024570,2025-07-17,Minera Chapi,Industria,Grúa,Bastidor,Mantenimiento Hidráulico,Miguel Choque,16.0,897.89,727.19,1625.08,Completado,No
OT-2024201,2025-07-17,Southern Perú,Minería,Volquete,Acumulador de Freno,Mantenimiento Hidráulico,Carlos Mamani,6.6,7129.55,330.49,7460.04,Pendiente,No
OT-2024144,2025-07-17,Cementos Yura,Construcción,Retroexcavadora,Suspensión,Sistema Eléctrico,Pedro Vilca,1.3,6564.39,73.49,6637.88,En proceso,No
OT-2024580,2025-07-18,Southern Perú,Energía,Tractor,Cucharón,Soldadura,Luis Flores,4.1,1086.44,143.9,1230.34,En proceso,No
OT-2024056,2025-07-18,Southern Perú,Industria,Perforadora,Cilindro Hidráulico,Soldadura,Miguel Choque,6.6,3015.6,246.11,3261.71,Completado,No
OT-2024070,2025-07-19,Cerro Verde,Construcción,Grúa,Mando Final,Mantenimiento Hidráulico,José Quispe,10.2,1053.86,585.09,1638.95,Completado,No
OT-2024215,2025-07-19,Aceros Arequipa,Minería,Volquete,Suspensión,Mantenimiento Hidráulico,Luis Flores,8.0,4749.41,448.45,5197.86,Completado,No
OT-2024366,2025-07-19,Buenaventura,Construcción,Perforadora,Cucharón,Mantenimiento Hidráulico,Miguel Choque,4.9,5435.91,204.65,5640.56,Completado,No
OT-2024041,2025-07-20,Constructora Andina,Construcción,Excavadora,Cucharón,Cromado Duro,Luis Flores,5.4,1767.44,244.97,2012.41,Completado,No
OT-2024583,2025-07-22,Aceros Arequipa,Transporte,Tractor,Arrancador,Soldadura,Carlos Mamani,8.0,7580.26,395.95,7976.21,Pendiente,No
OT-2024408,2025-07-23,Minera Chapi,Transporte,Grúa,Mando Final,Mantenimiento Hidráulico,José Quispe,8.4,5895.9,396.87,6292.77,En proceso,No
OT-2024367,2025-07-23,Yura S.A.,Industria,Cargador Frontal,Arrancador,Mantenimiento Hidráulico,Miguel Choque,13.3,2944.08,718.76,3662.84,Completado,No
OT-2024418,2025-07-25,Cementos Yura,Minería,Perforadora,Motor Eléctrico,Sistema Eléctrico,José Quispe,1.8,4833.59,89.53,4923.12,Completado,Sí
OT-2024267,2025-07-25,Cerro Verde,Minería,Cargador Frontal,Estructura Metálica,Soldadura,Luis Flores,2.5,5627.22,116.13,5743.35,Completado,No
OT-2024123,2025-07-27,Aceros Arequipa,Energía,Grúa,Acumulador de Freno,Mantenimiento Hidráulico,José Quispe,9.5,2204.97,519.63,2724.6,Pendiente,No
OT-2024161,2025-07-27,Aceros Arequipa,Minería,Volquete,Cucharón,Sistema Eléctrico,José Quispe,1.7,6344.16,86.04,6430.2,Pendiente,No
OT-2024403,2025-07-28,Constructora Andina,Minería,Excavadora,Rueda,Mantenimiento Hidráulico,Miguel Choque,19.0,4421.91,971.65,5393.56,Completado,Sí
OT-2024142,2025-07-28,Cerro Verde,Minería,Perforadora,Cilindro Hidráulico,Mantenimiento Hidráulico,José Quispe,7.7,1088.86,363.06,1451.92,Completado,No
OT-2024505,2025-07-30,Cementos Yura,Energía,Tractor,Mando Final,Mantenimiento Hidráulico,Pedro Vilca,12.7,6222.79,498.62,6721.41,Completado,No
OT-2024158,2025-07-31,Constructora Andina,Minería,Grúa,Estructura Metálica,Mantenimiento Hidráulico,Miguel Choque,6.9,7396.46,322.93,7719.39,Completado,Sí
OT-2024305,2025-08-02,Yura S.A.,Industria,Retroexcavadora,Suspensión,Sistema Eléctrico,Ana Torres,3.7,503.72,206.93,710.65,Completado,No
OT-2024456,2025-08-03,Southern Perú,Minería,Grúa,Bastidor,Mantenimiento Hidráulico,José Quispe,6.7,2115.29,370.56,2485.85,Completado,No
OT-2024287,2025-08-09,Southern Perú,Construcción,Retroexcavadora,Cucharón,Soldadura,José Quispe,5.6,4688.19,199.1,4887.29,Completado,No
OT-2024597,2025-08-10,Buenaventura,Construcción,Perforadora,Mando Final,Soldadura,José Quispe,8.3,1304.61,311.77,1616.38,Pendiente,No
OT-2024107,2025-08-15,Southern Perú,Construcción,Volquete,Estructura Metálica,Mantenimiento Hidráulico,José Quispe,10.5,5624.64,469.5,6094.14,Completado,No
OT-2024554,2025-08-18,Minera Chapi,Construcción,Tractor,Bastidor,Soldadura,Ana Torres,5.0,5800.93,230.34,6031.27,Completado,No
OT-2024051,2025-08-23,Transportes Rodríguez,Transporte,Cargador Frontal,Alternador,Sistema Eléctrico,Ana Torres,6.3,1031.31,242.55,1273.86,Completado,No
OT-2024449,2025-08-23,Transportes Rodríguez,Construcción,Perforadora,Cucharón,Soldadura,José Quispe,1.0,1122.13,45.04,1167.17,Pendiente,No
OT-2024521,2025-08-24,Minera Chapi,Construcción,Perforadora,Acumulador de Freno,Sistema Eléctrico,Ana Torres,4.0,4319.88,186.73,4506.61,Completado,No
OT-2024434,2025-08-26,Minera Chapi,Construcción,Retroexcavadora,Alternador,Cromado Duro,Pedro Vilca,4.8,3749.09,230.47,3979.56,Completado,No
OT-2024520,2025-08-27,Minera Chapi,Minería,Grúa,Estructura Metálica,Sistema Eléctrico,Luis Flores,1.0,2267.88,45.8,2313.68,Completado,No
OT-2024513,2025-08-29,Constructora Andina,Energía,Volquete,Mando Final,Soldadura,Luis Flores,3.1,5691.45,125.35,5816.8,En proceso,No
OT-2024355,2025-08-29,Southern Perú,Construcción,Perforadora,Arrancador,Mantenimiento Hidráulico,Ana Torres,1.0,6886.09,55.51,6941.6,Completado,No
OT-2024194,2025-08-30,Yura S.A.,Construcción,Cargador Frontal,Cilindro Hidráulico,Soldadura,Carlos Mamani,4.2,5175.44,224.8,5400.24,En proceso,No
OT-2024487,2025-08-30,Cerro Verde,Minería,Tractor,Alternador,Mantenimiento Hidráulico,Miguel Choque,3.7,2405.57,157.67,2563.24,Completado,No
OT-2024239,2025-08-31,Cerro Verde,Industria,Tractor,Mando Final,Soldadura,Ana Torres,6.5,7371.22,256.12,7627.34,Completado,No
OT-2024330,2025-08-31,Cementos Yura,Transporte,Volquete,Cilindro Hidráulico,Cromado Duro,Luis Flores,8.1,3667.11,377.8,4044.91,Completado,No
OT-2024235,2025-09-01,Cerro Verde,Minería,Tractor,Alternador,Soldadura,Luis Flores,7.9,672.91,412.77,1085.68,Completado,No
OT-2024262,2025-09-02,Southern Perú,Minería,Excavadora,Mando Final,Mantenimiento Hidráulico,Pedro Vilca,1.9,5915.05,85.72,6000.77,Pendiente,Sí
OT-2024561,2025-09-03,Transportes Rodríguez,Transporte,Perforadora,Motor Eléctrico,Soldadura,Pedro Vilca,3.4,392.43,153.59,546.02,Pendiente,No
OT-2024476,2025-09-03,Minera Chapi,Construcción,Retroexcavadora,Rueda,Mantenimiento Hidráulico,José Quispe,4.1,484.4,148.91,633.31,Completado,No
OT-2024129,2025-09-04,Consorcio Vial Sur,Construcción,Tractor,Estructura Metálica,Mantenimiento Hidráulico,Ana Torres,11.7,6258.44,445.2,6703.64,Completado,No
OT-2024415,2025-09-04,Yura S.A.,Minería,Volquete,Cilindro Hidráulico,Mantenimiento Hidráulico,Luis Flores,5.6,912.21,240.62,1152.83,Completado,No
OT-2024503,2025-09-04,Minera Chapi,Construcción,Tractor,Bastidor,Sistema Eléctrico,Ana Torres,4.9,1862.51,277.73,2140.24,En proceso,No
OT-2024207,2025-09-04,Cementos Yura,Construcción,Excavadora,Mando Final,Soldadura,Ana Torres,4.0,4275.06,196.27,4471.33,Completado,No
OT-2024007,2025-09-06,Transportes Rodríguez,Industria,Retroexcavadora,Alternador,Soldadura,José Quispe,3.6,2313.47,137.99,2451.46,Completado,Sí
